dmf_no,dmf_submit_date,dmf_holder,dmf_subject,year,month
32203,6-Dec-17,PHARMATHEN SA,APREPITANT,2017,12
32204,22-Oct-17,TIANJIN JINJIN PHARMACEUTICAL CO LTD,HYDROCORTISONE BASE USP BULK API,2017,10
32206,3-Aug-18,LANTHEUS MEDICAL IMAGING INC,GALLIUM 67 CHLORIDE,2018,8
32207,24-Nov-17,MACLEODS PHARMACEUTICALS LTD,CHLORTHALIDONE,2017,11
32208,28-Mar-18,TIANJIN HAO YANG HUAKE BIOLOGICAL TECHNOLOGY CO. LTD,AM-V SERUM FREE MEDIUM,2018,3
32210,22-Nov-17,SPECGX LLC,LISDEXAETAMINE DIMESYLATE,2017,11
32211,30-Nov-17,ALEMBIC PHARMACEUTICALS LTD,EMPAGLIFLOZIN,2017,11
32212,8-Feb-18,HANGZHOU ANOW MICROFILTRATION CO LTD,PHARMACEUTICAL GRADE POLYPROPYLENE PLEATED CARTRIDGE FILTER,2018,2
32213,29-Nov-17,D WESTERN THERAPEUTICS INSTITUTE INC,H-1337 DRUG SUBSTANCE,2017,11
32214,18-Jul-18,LAURUS LABS LTD,ATORVASTATIN CALCIUM TRIHYDRATE USP,2018,7
32215,9-Jan-18,AVANTI POLAR LIPIDS INC,"1,2-DISTEAROYL-SN-GLYCERO-3-PHOSPHO-(1' -RAC-GLYCEROL) (SODIUM SALT) (DSPG) (730465)",2018,1
32216,2-Nov-17,MEDILUX LABORATORIES PVT LTD,4-(2--PIPERIDINOETHOXY) BENZOIC ACID HYDROCHLORIDE,2017,11
32217,2-Nov-17,MEDILUX LABORATORIES PVT LTD,6-HYDROXY-2-(4-HYDROXYPHENYL)-BENZO[B]THIOPHENE,2017,11
32218,15-Nov-17,AUROBINDO PHARMA LTD,SUMATRIPTAN SUCCINATE USP (PROCESS II),2017,11
32220,31-Oct-17,WEST BENGAL CHEMICAL INDUSTRIES LTD,IRON (III) HYDROXIDE POLYMALTOSE COMPLEX,2017,10
32221,30-Nov-17,MSN LABORATORIES PRIVATE LTD,RUXOLITINIB PHOSPHATE,2017,11
32223,30-Nov-17,CADILA HEALTHCARE LTD,APREMILAST,2017,11
32224,24-Apr-18,DIPHARMA FRANCIS SRL,PIRFENIDONE,2018,4
32225,7-Feb-18,FIS FABBRICA ITALIANA SINTETICI SPA,SAFINAMIDE,2018,2
32226,30-Nov-17,CADILA HEALTHCARE LTD,CANAGLIFLOZIN,2017,11
32229,15-Dec-17,CATALENT PHARMA SOLUTIONS LLC,SOFTGELS [OET - 10275485],2017,12
32230,26-Feb-18,SUMITOMO CHEMICAL CO LTD,BNC-1021,2018,2
32233,30-Nov-17,NBMI SCIENCE LLC,NBMI CAPSULE 100 MG AND PLACEBO FOR NBMI CAPSULE (DRUG PRODUCT),2017,11
32234,17-Nov-17,NEWCHEM SPA,ULIPRISTAL ACETATE,2017,11
32236,7-Dec-17,HETERO DRUGS LTD,APREMILAST (FORM-B),2017,12
32238,21-Jan-18,TEVA PHARMACEUTICAL INDUSTRIES LTD,DESFESOTERODINE SUCCINATE,2018,1
32240,30-Aug-18,JOST CHEMICAL CO,ZINC OXIDE USP/EP,2018,8
32241,22-Dec-17,SERIPHARM SAS,SG-3249 (INTERMEDIATE DRUG LINKER),2017,12
32243,7-Nov-17,TIANJIN JINJIN PHARMACEUTICAL CO LTD,HYDROCORTISONE ACETATE USP BULK API,2017,11
32247,4-Dec-17,MEDICHEM SA,CAPTOPRIL,2017,12
32248,1-Dec-17,CADILA HEALTHCARE LTD,BUPROPION HYDROCHLORIDE USP (PROCESS-II),2017,12
32252,12-Apr-18,YUNG ZIP CHEMICAL IND CO LTD,ZOLPIDEM TARTRATE,2018,4
32254,7-Dec-17,MYLAN LABORATORIES LTD,SACUBITRIL/VALSARTAN,2017,12
32255,28-Nov-17,HUBEI YITAI PHARMACEUTICAL CO LTD,CLINDAMYCIN PHOSPHATE (NON-STERILE) ,2017,11
32256,30-Nov-17,NBMI SCIENCE LLC,NBMI (DRUG SUBSTANCE),2017,11
32259,27-Dec-17,GRANULES INDIA LTD,ATAZANAVIR SULFATE,2017,12
32260,5-Jan-18,FRESENIUS KABI ONCOLOGY LTD,BELINOSTAT,2018,1
32264,24-Nov-17,QUIMICA SINTETICA SA,DROXIDOPA,2017,11
32266,17-Jan-18,DELMAR CHEMICALS INC,LAPATINIB DITOSYLATE,2018,1
32268,27-Nov-17,KAWMAN PHARMA,MUPIROCIN USP,2017,11
32269,27-Nov-17,HUBEI GOTO BIOPHARM CO LTD,TESTOSTERONE PROPIONATE,2017,11
32270,27-Nov-17,INTAS PHARMACEUTICALS LTD,IMATINIB MESYLATE (ß-FORM),2017,11
32271,14-Dec-17,CRYSTAL PHARMA SAU,ETONOGESTREL,2017,12
32272,30-Dec-17,HETERO LABS LTD,AZACITIDINE,2017,12
32273,23-Mar-18,HETERO LABS LTD,PALBOCICLIB,2018,3
32274,28-Dec-17,HETERO LABS LTD,GEFITINIB,2017,12
32275,19-Jan-18,JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD,BORTEZOMIB,2018,1
32278,2-Dec-17,HETERO LABS LTD,DASATINIB ANHYDROUS,2017,12
32279,1-Dec-17,HETERO LABS LTD,LENALIDOMIDE (FORM-H1),2017,12
32281,29-Jun-18,SINOPEP-ALLSINO BIOPHARMACEUTICAL CO LTD,BIVALIRUDIN,2018,6
32282,8-Feb-18,AMPHASTAR NANJING PHARMACEUTICALS INC,"MEDROXYPROGESTERONE ACETATE, USP",2018,2
32283,7-Dec-17,NORTEC QUIMICA SA,PRILOCAINE,2017,12
32284,15-Dec-17,WANBANG BIOPHARMACEUTICALS,FEBUXOSTAT,2017,12
32285,21-May-18,JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD,"DECITABINE, NON-STERILE BULK DRUG SUBSTANCE",2018,5
32286,14-Dec-17,SOLARA A PHARMA SCIENCES LTD,EFINACONAZOLE,2017,12
32289,18-May-18,CHATTEM CHEMICALS INC,LISDEXAETAMINE DIMESYLATE,2018,5
32290,27-Dec-17,MYLAN LABORATORIES LTD,ATROPINE SULFATE USP,2017,12
32291,13-Dec-17,MYLAN LABORATORIES LTD,CHLORTHALIDONE USP,2017,12
32292,19-Dec-17,MYLAN LABORATORIES LTD,MAFENIDE ACETATE USP,2017,12
32293,22-Dec-17,MYLAN LABORATORIES LTD,VERAPAMIL HYDROCHLORIDE USP,2017,12
32294,21-Dec-17,MYLAN LABORATORIES LTD,PALBOCICLIB,2017,12
32295,19-Dec-17,MYLAN LABORATORIES LTD,LEUPROLIDE ACETATE USP,2017,12
32296,30-Nov-18,MYLAN LABORATORIES LTD,DIPHENOXYLATE HYDROCHLORIDE USP,2018,11
32298,30-Mar-18,SIGNA SA DE CV,SITAGLIPTIN PHOSPHATE MONOHYDRATE USP,2018,3
32299,22-Dec-17,FRESENIUS KABI IPSUM SRL,PENICILLIN G SODIUM STERILE,2017,12
32300,22-Dec-17,FRESENIUS KABI IPSUM SRL,BUFFERED PENICILLIN G SODIUM STERILE,2017,12
32301,30-May-18,RAKS PHARMA PVT LTD,"CLOPIDOGREL BISULFATE, USP",2018,5
32302,7-Jan-18,MYLAN API US LLC,SINCALIDE,2018,1
32303,14-Dec-17,RAKS PHARMA PVT LTD,ELIGLUSTAT HEMITARTRATE,2017,12
32304,21-Dec-17,RAKS PHARMA PVT LTD,PIRFENIDONE,2017,12
32305,29-Dec-17,GLENMARK LIFE SCIENCES LTD,DEOXYCHOLIC ACID USP,2017,12
32306,1-Dec-17,APICO INC DBA CHAMPLAIN VALLEY APIARIES,HONEY BEE (APIS MELLIFERA) VENOM,2017,12
32307,24-Mar-18,ZHEJIANG TIANYU PHARMACEUTICAL CO LTD,MONTELUKAST SODIUM,2018,3
32308,19-Jan-18,DIPHARMA FRANCIS SRL,DEXLANSOPRAZOLE AMORPHOUS,2018,1
32309,9-Dec-17,SHILPA MEDICARE LTD,POMALIDOMIDE,2017,12
32311,7-Jan-18,MYLAN API US LLC,SUGAMMADEX SODIUM,2018,1
32312,29-Dec-17,EMCURE PHARMACEUTICALS LTD,TENOFOVIR ALAFENAMIDE FUMARATE,2017,12
32313,30-Nov-17,FUJIFILM IRVINE SCIENTIFIC INC,BALANCD® HEK293 (LIQUID),2017,11
32314,28-Dec-17,HYBIO PHARMACEUTICAL CO LTD,LINACLOTIDE (NON-STERILE BULK DRUG SUBSTANCE),2017,12
32315,31-Dec-17,WAVELENGTH ENTERPRISES LTD,TAVABOROLE,2017,12
32317,9-Feb-18,CIPLA LTD,EFINACONAZOLE,2018,2
32318,8-Jan-18,CIPLA LTD,ICATIBANT ACETATE,2018,1
32319,22-Nov-17,SHANDONG XINHUA PHARMACEUTICAL CO LTD,GLIMEPIRIDE,2017,11
32322,23-Nov-17,LIVZON GROUP NINGXIA PHARMACEUTICAL CO LTD,LINCOMYCIN HYDROCHLORIDE USP,2017,11
32324,30-Dec-17,MSN LABORATORIES PRIVATE LTD,ERLOTINIB HYDROCHLORIDE (FORM-B),2017,12
32325,30-Dec-17,MSN LIFE SCIENCES PRIVATE LTD,SACUBITRIL AND VALSARTAN (AMORPHOUS),2017,12
32328,13-Dec-17,ZHUHAI RUNDU PHARMACEUTICAL CO LTD,VALSARTAN,2017,12
32330,30-Dec-17,MSN LIFE SCIENCES PRIVATE LTD,EDOXABAN TOSYLATE (MONOHYDRATE),2017,12
32333,19-Jan-18,TORRENT PHARMACEUTICALS LTD,SITAGLIPTIN PHOSPHATE MONOHYDRATE USP,2018,1
32334,19-Dec-17,BIOPHORE INDIA PHARMACEUTICALS PVT LTD,METHAZOLAMIDE,2017,12
32335,16-Dec-17,BIOPHORE INDIA PHARMACEUTICALS PVT LTD,DIAZOXIDE,2017,12
32336,22-Dec-17,BIOPHORE INDIA PHARMACEUTICALS PVT LTD,METYROSINE USP,2017,12
32337,21-Dec-17,ZAKLADY FARMACEUTYCZNE POLPHARMA SA,SACUBITRIL/VALSARTAN COMPLEX,2017,12
32338,31-Jan-18,SUN PHARMACEUTICAL INDUSTRIES LTD,ORLISTAT USP,2018,1
32339,7-Jan-18,MYLAN API US LLC,REGADENOSON,2018,1
32340,7-Jan-18,MYLAN API US LLC,PONATINIB HYDROCHLORIDE,2018,1
32341,7-Jan-18,MYLAN API US LLC,PLERIXAFOR,2018,1
32342,8-Jan-18,XINYU PHARMACEUTICAL CO LTD,CLINDAMYCIN HYDROCHLORIDE USP (NON-STERILE BULK DRUG SUBSTANCE),2018,1
32343,26-Dec-17,AUROBINDO PHARMA LTD,CARMUSTINE USP,2017,12
32345,26-Dec-17,WANBANG BIOPHARMACEUTICALS,PITAVASTATIN CALCIUM,2017,12
32346,26-Dec-17,BRIGHTGENE BIO-MEDICAL TECHNOLOGY CO LTD,"POSACONAZOLE CRYSTALLINE I (NON-STERILE, API)",2017,12
32347,21-Dec-17,ZAKLADY FARMACEUTYCZNE POLPHARMA SA,BREXPIPRAZOLE,2017,12
32348,14-Dec-17,AMRI ITALY SRL,PIMECROLIMUS,2017,12
32349,2-Jan-18,DR REDDYS LABORATORIES LTD,EMPAGLIFLOZIN,2018,1
32351,30-Mar-18,GRANULES INDIA LTD,RIFAXIMIN,2018,3
32352,3-Feb-18,SUN PHARMACEUTICAL INDUSTRIES LTD,LOTEPREDNOL ETABONATE,2018,2
32354,27-Sep-19,CHATTEM CHEMICALS INC,DIHYDROCODEINE BITARTRATE USP,2019,9
32355,5-Mar-18,CLARIANT CHEMICALS (CHINA) LTD,POLYETHYLENE GLYCOL 3350 USP/NF,2018,3
32361,11-Dec-17,JIANGSU JIAERKE PHARMACEUTICALS GROUP CORP LTD,PRASTERONE,2017,12
32363,28-Jun-18,SCI PHARMTECH INC,ATOMOXETINE HYDROCHLORIDE ,2018,6
32364,29-Dec-17,HIKAL LTD,APIXABAN ,2017,12
32366,29-Jan-18,PUROLITE CORP,POLYMILL-500® POLYSTYRENE MILLING MEDIA,2018,1
32369,22-Dec-17,DISHMAN CARBOGEN AMCIS LTD,BUPIVACAINE,2017,12
32370,2-May-18,HUBEI GOTO BIOTECHNOLOGY CO LTD,SPIRONOLACTONE,2018,5
32371,31-Jan-18,LONZA AG,CRUDE SG-3249,2018,1
32372,27-Dec-17,HANMI PHARM CO LTD,"LAPS CARRIER, A RECOMBINANT HUMAN IMMUNOGLOBULIN FC FRAGMENT ",2017,12
32373,22-Dec-17,UNICHEM LABORATORIES LTD,APREMILAST,2017,12
32374,8-Jan-18,UNICHEM LABORATORIES LTD,RIVAROXABAN,2018,1
32375,17-Jan-18,UNICHEM LABORATORIES LTD,DOXAZOSIN MESYLATE USP,2018,1
32376,10-Jan-18,VIJAYASRI ORGANICS LTD,TERT-BUTYI (4-(2-CHLORO-5-IODO BENZYL) PHENOXY) DIMETHYL SILANE(IOD4N) INTERMEDIATE,2018,1
32377,31-Dec-17,CADILA HEALTHCARE LTD,AZATHIOPRINE USP,2017,12
32378,31-Dec-17,CADILA HEALTHCARE LTD,EMPAGLIFLOZIN,2017,12
32379,21-Dec-17,AARTI INDUSTRIES LTD,TERT-BUTYL(4-(2-CHLORO-5-IODOBENZYL)PHENOXY)DIMETHYLSILANE,2017,12
32380,2-Jan-18,SOLARA A PHARMA SCIENCES LTD,CLOMIPRAMINE HCL USP,2018,1
32381,27-Mar-18,ADARE PHARMACEUTICALS INC,APT-5041 EXTENDED-RELEASE CAPSULES,2018,3
32382,7-Jan-18,APICORE PHARMACEUTICALS PRIVATE LTD,ALCAFTADINE,2018,1
32384,24-Jan-18,JUBILANT GENERICS LTD,PIRFENIDONE,2018,1
32385,29-Dec-17,ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD,EMPAGLIFLOZIN,2017,12
32386,4-Jan-18,SHANGHAI WONDER PHARMACEUTICAL CO LTD, LINAGLIPTIN ,2018,1
32388,8-Dec-17,WUHAN CALMLAND PHARMACEUTICALS CO LTD,DECITABINE,2017,12
32389,1-Dec-17,LIVZON GROUP (NINGXIA) PHARMACEUTICAL CO LTD,MYCOPHENOLIC ACID (NON STERILE DRUG SUBSTANCE),2017,12
32390,30-Dec-17,MSN LABORATORIES PRIVATE LTD,FINGOLIMOD,2017,12
32391,30-Dec-17,MSN ORGANICS PRIVATE LTD,PARECOXIB SODIUM,2017,12
32392,29-Jan-18,MACLEODS PHARMACEUTICALS LTD,EMPAGLIFLOZIN,2018,1
32393,28-Dec-17,AUROBINDO PHARMA LTD,SODIUM NITROPRUSSIDE USP,2017,12
32394,29-Dec-17,MSN LABORATORIES PRIVATE LTD,IMATINIB MESYLATE,2017,12
32395,9-Jan-18,MACLEODS PHARMACEUTICALS LTD,EFINACONAZOLE,2018,1
32396,19-Jun-18,ACS DOBFAR SPA,PENICILLIN G POTASSIUM STERILE,2018,6
32397,19-Jan-18,DIPHARMA FRANCIS SRL,DEXLANSOPRAZOLE ANHYDROUS,2018,1
32399,30-Mar-18,JUBILANT GENERICS LTD,TICAGRELOR,2018,3
32400,23-Feb-18,DR REDDYS LABORATORIES LTD,DASATINIB (S)-PROPYLENE GLYCOL,2018,2
32401,6-Feb-18,HONOUR LAB LTD,EDOXABAN TOSYLATE MONOHYDRATE,2018,2
32402,4-Jan-18,MALLADI DRUGS AND PHARMACEUTICALS LTD,DEXTROMETHORPHAN HYDROBROMIDE   ,2018,1
32405,11-Apr-18,BIOPHORE INDIA PHARMACEUTICALS PVT LTD,BELINOSTAT,2018,4
32406,30-Dec-17,BIOPHORE INDIA PHARMACEUTICALS PVT LTD,CARFILZOMIB,2017,12
32407,31-Jan-18,TEVA PHARMACEUTICAL INDUSTRIES LTD,DASATINIB ANHYDROUS,2018,1
32408,5-Jan-18,FORMOSA LABORATORIES INC,NINTEDANIB,2018,1
32409,24-Jul-18,NATCO PHARMA LTD,GEFITINIB,2018,7
32411,27-Jul-18,OPTIMUS DRUGS PRIVATE LTD,PENICILLAMINE,2018,7
32412,1-Nov-18,SOLARA A PHARMA SCIENCES LTD,CHLORTHALIDONE USP,2018,11
32415,12-Feb-18,HETERO DRUGS LTD,ZAFIRLUKAST (AMORPHOUS),2018,2
32419,6-Dec-17,SV LABS PRIVATE LTD,SCHIFF BASE (NON STERILE DRUG SUBSTANCE INTERMEDIATE),2017,12
32420,7-Feb-18,JIANGSU HENGRUI MEDICINE CO LTD,IVABRADINE MONOSULFATE,2018,2
32421,17-Sep-18,TEVA PHARMACEUTICAL INDUSTRIES LTD,EMPAGLIFLOZIN,2018,9
32422,31-Jan-18,NEULAND LABORATORIES LTD,APIXABAN,2018,1
32423,22-Mar-18,CIPLA LTD,PIRFENIDONE,2018,3
32424,12-Jan-18,GLAND PHARMA LTD,ERTAPENEM SODIUM ,2018,1
32425,2-Mar-18,ROMARK LABORATORIES LC,"PLACEBO FOR CTM ALINIA® (NITAZOXANIDE) TABLETS, 500 MG",2018,3
32427,31-Jan-18,EMCURE PHARMACEUTICALS LTD,ETHACRYNIC ACID USP,2018,1
32429,22-Jan-18,UNICHEM LABORATORIES LTD,ALLOPURINOL USP,2018,1
32430,7-Mar-18,UNICHEM LABORATORIES LTD,LACOSAMIDE,2018,3
32431,7-Mar-18,UNICHEM LABORATORIES LTD,BACLOFEN USP ,2018,3
32433,30-Mar-18,CIPLA LTD,EMPAGLIFLOZIN,2018,3
32434,23-Jan-18,LUPIN LTD,IDELALISIB,2018,1
32435,30-Mar-18,NEULAND LABORATORIES LTD,PALIPERIDONE PALMITATE STERILE,2018,3
32436,19-Jan-18,EMMENNAR PHARMA PRIVATE LTD,SODIUM BICARBONATE USP,2018,1
32437,29-Mar-18,LEK PHARMACEUTICALS DD,FERRIC CARBOXYMALTOSE,2018,3
32438,24-Jan-18,UNICHEM LABORATORIES LTD,PHENYLEPHRINE HYDROCHLORIDE USP,2018,1
32440,2-Feb-18,SYNTHON BV,MIRABEGRON,2018,2
32442,3-Jan-18,AKRON BIOTECHNOLOGY LLC,RECOMBINANT INTERLEUKIN-21,2018,1
32443,25-Jan-18,SS PHARMA LLC,PHENOXYBENZAMINE HYDROCHLORIDE USP,2018,1
32444,6-Jun-18,SS PHARMA LLC,RAMELTEON,2018,6
32445,22-Jan-18,BEIJING MESOCHEM TECHNOLOGY CO LTD,TOFACITINIB CITRATE,2018,1
32446,24-Jan-18,ATUL BIOSCIENCE LTD,N-(BENZYLOXYCARBONYL)-L-VALINE,2018,1
32447,9-Jul-18,ZHEJIANG JINHUA CONBA BIO PHARM CO LTD,ARIPIPRAZOLE USP ,2018,7
32448,28-Feb-18,OLON SPA,TERBINAFINE HYDROCHLORIDE ,2018,2
32449,6-Apr-18,NIPPON SUISAN KAISHA LTD,DNS95F DRUG SUBSTANCE,2018,4
32450,17-Jan-18,PIRAMAL ENTERPRISES LTD,TETRABENAZINE,2018,1
32453,31-Jan-18,RUYUAN HEC PHARM CO LTD,TADALAFIL NON-STERILE BULK DRUG SUBSTANCE,2018,1
32454,24-Jan-18,AUROBINDO PHARMA LTD,EMPAGLIFLOZIN,2018,1
32455,12-Jun-18,CEDARBURG PHARMACEUTICALS INC,MX-DTPA,2018,6
32456,20-Dec-17,SHANGHAI DESANO CHEMICAL PHARMACEUTICAL CO LTD,ELVITEGRAVIR,2017,12
32458,22-Jan-18,EMMENNAR PHARMA PRIVATE LTD,ACOTIAMIDE HYDROCHLORIDE HYDRATE,2018,1
32465,30-Jan-18,MICRO LABS LTD,NAPHAZOLINE HYDROCHLORIDE USP ,2018,1
32471,29-Mar-18,GLENMARK LIFE SCIENCES LTD,DACLATASVIR DIHYDROCHLORIDE,2018,3
32472,30-Mar-18,SUN PHARMACEUTICAL INDUSTRIES LTD,LUBIPROSTONE,2018,3
32473,16-Jul-18,SUN PHARMACEUTICAL INDUSTRIES LTD,APREMILAST,2018,7
32475,27-Feb-18,DIPHARMA FRANCIS SRL,7-KETOLITHOCHOLIC ACID,2018,2
32476,26-Mar-18,FORMOSA LABORATORIES INC,DINALBUPHINE SEBACATE,2018,3
32477,29-Mar-18,DR REDDYS LABORATORIES LTD,EMPAGLIFLOZIN (AMORPHOUS),2018,3
32479,2-Feb-18,TOPHARMAN SHANDONG CO LTD,EFINACONAZOLE,2018,2
32483,29-Jan-18,JIANGXI FUSHINE PHARMACEUTICAL CO LTD,PIPERACILLIN,2018,1
32486,16-Jul-18,HELSINN ADVANCED SYNTHESIS SA,TRIFAROTENE ,2018,7
32488,29-Jun-18,OLON SPA,VALGANCICLOVIR HYDROCHLORIDE CRYSTALLINE,2018,6
32492,9-Feb-18,AMPAC FINE CHEMICALS LLC,CYCLOPHOSPHAMIDE MONOHYDRATE,2018,2
32493,27-Mar-18,MACLEODS PHARMACEUTICALS LTD,TENOFOVIR ALAFENAMIDE FUMARATE,2018,3
32498,5-Apr-18,MACLEODS PHARMACEUTICALS LTD, LINAGLIPTIN,2018,4
32503,8-Feb-18,SOUTHERN SPICES AND EXTRACTS,CAPSAICIN USP,2018,2
32504,29-Mar-18,CIPLA LTD,NINTEDANIB ESYLATE,2018,3
32505,28-Mar-18,ALEMBIC PHARMACEUTICALS LTD,OLAPARIB,2018,3
32506,16-Mar-18,JOHNSON MATTHEY INC,OXYCODONE HCL,2018,3
32508,29-Jan-18,KOTHARI PHYTOCHEMICALS INTERNATIONAL,SENNOSIDES USP,2018,1
32511,29-Mar-18,JOHNSON MATTHEY INC,NINTEDANIB ESYLATE,2018,3
32512,25-Jan-18,WUHAN CALMLAND PHARMACEUTICALS CO LTD,PACLITAXEL,2018,1
32513,6-Feb-18,HURUM,LITSEA JAPONICA FRUIT ETHANOL EXTRACTS,2018,2
32514,1-Mar-18,MICRO LABS LTD,METHAZOLAMIDE USP,2018,3
32517,31-Aug-18,SUN PHARMACEUTICAL INDUSTRIES LTD,ISOTRETINOIN USP,2018,8
32519,20-Mar-18,ZHEJIANG LEPU PHARMACEUTICAL CO LTD,IDELALISIB NON-STERILE BULK DRUG SUBSTANCES                              ,2018,3
32520,28-Feb-18,CADILA HEALTHCARE LTD,PREGABALIN (PROCESS II),2018,2
32522,2-Mar-18,BOTANIX PHARMACEUTICALS LTD,"BTX-1503 TOPICAL LIQUID, 5% CANNABIDIOL",2018,3
32524,29-Mar-18,BIOCON LTD,POSACONAZOLE ,2018,3
32525,29-Mar-18,UNICHEM LABORATORIES LTD,METOPROLOL SUCCINATE USP,2018,3
32526,5-Mar-18,PHARMACIA AND UPJOHN CO LLC WHOLLY OWNED SUB OF PFIZER INC,HYDROXYPROGESTERONE CAPROATE USP,2018,3
32527,23-Mar-18,BUCHLER GMBH,QUINIDINE GLUCONATE,2018,3
32529,22-Feb-18,OLON SPA,NINTEDANIB ESYLATE HEMIHYDRATE,2018,2
32530,25-Apr-18,VASUDHA PHARMA CHEM LTD,LOSARTAN POTASSIUM USP,2018,4
32531,1-Aug-18,VASUDHA PHARMA CHEM LTD,PREGABALIN USP,2018,8
32532,4-Jun-18,HONOUR LAB LTD,BREXPIPRAZOLE,2018,6
32533,27-Apr-18,HONOUR LAB LTD,TAVABOROLE,2018,4
32534,2-Apr-18,HONOUR LAB LTD,EMPAGLIFLOZIN (AMORPHOUS),2018,4
32535,3-Mar-18,MSN LIFE SCIENCES PRIVATE LTD,NALOXEGOL OXALATE,2018,3
32537,30-Mar-18,CIPLA LTD,ELIGLUSTAT HEMITARTRATE,2018,3
32539,21-Jul-18,DASAMI LAB PRIVATE LTD,RANOLAZINE,2018,7
32542,1-Mar-18,MSN LABORATORIES PRIVATE LTD,FINGOLIMOD HYDROCHLORIDE USP (FORM-I),2018,3
32543,1-Mar-18,MSN LABORATORIES PRIVATE LTD,DASATINIB,2018,3
32547,29-Mar-18,APOTEX PHARMACHEM INC,TOFACITINIB CITRATE,2018,3
32548,29-Mar-18,PRAXAIR DISTRIBUTION INC,XENON GAS ,2018,3
32550,10-Feb-18,ZHOUSHAN HAISHENG BIOLOGICAL CO LTD,L-ALPHA-GLYCEROPHOSPHORYLCHOLINE 85%,2018,2
32551,10-Feb-18,ZHOUSHAN HAISHENG BIOLOGICAL CO LTD,L-ALPHA-GLYCEROPHOSPHORYLCHOLINE,2018,2
32552,12-Nov-18,CHILLION GROUP HOLDINGS US INC,CANNABIDIOL,2018,11
32553,26-Mar-18,MSN LABORATORIES PRIVATE LTD,CERITINIB,2018,3
32555,27-Mar-18,MSN LABORATORIES PRIVATE LTD,DASATINIB MONOHYDRATE,2018,3
32562,21-Mar-18,MSN LIFE SCIENCES PRIVATE LTD,NALOXEGOL OXALATE (PREMIX),2018,3
32563,21-Feb-18,SHODHANA LABORATORIES LTD,CYANODIOL HEMI DPTTA SALT,2018,2
32570,12-Sep-18,HIKAL LTD,EMPAGLIFLOZIN,2018,9
32571,30-Apr-18,HIKAL LTD,DAPAGLIFLOZIN (Dapagliflozin Propanediol Monohydrate),2018,4
32572,20-Mar-18,BIOPHORE INDIA PHARMACEUTICALS PVT LTD,ELIGLUSTAT TARTRATE,2018,3
32573,29-Mar-18,GLENMARK LIFE SCIENCES LTD,RANOLAZINE,2018,3
32574,4-May-18,CELGENE CORP,"MARIZOMIB, A LYOPHILIZED POWDER FOR INJECTION WITH ACCOMPANYING DILUENT",2018,5
32599,2-Apr-18,PIRAMAL ENTERPRISES LTD,PALIPERIDONE PALMITATE ,2018,4
32600,29-Jun-18,SAFC INC,MAYTANSINOL-N-METHYL-L-ALANYL ESTER,2018,6
32601,18-May-18,SUN PHARMACEUTICAL INDUSTRIES LTD,EMPAGLIFLOZIN,2018,5
32608,20-Mar-18,BIOPREX LABS,"CALCIUM SENNOSIDES 7.5%, 10%, 20%, 40% and 60%",2018,3
32609,14-Mar-18,CHATTEM CHEMICALS INC,DEXTROAMPHETAMINE BASE,2018,3
32610,29-Mar-19,LUPIN LTD,IVACAFTOR,2019,3
32611,8-Mar-18,ALP PHARM BEIJING CO LTD,BESIFLOXACIN HYDROCHLORIDE,2018,3
32612,28-Mar-18,MAITHRI LABORATORIES PRIVATE LTD,ELIGLUSTAT TARTRATE (PREMIX),2018,3
32614,27-Jun-18,DR REDDYS LABORATORIES LTD,SUGAMMADEX SODIUM,2018,6
32615,18-May-18,FRESENIUS KABI ONCOLOGY LTD,PLERIXAFOR,2018,5
32616,23-Oct-19,ZHEJIANG LIAOYUAN PHARMACEUTICAL CO LTD,IVABRADINE HYDROCHLORIDE,2019,10
32617,23-Apr-18,YANGTZE RIVER PHARMACEUTICAL GROUP JIANGSU HAICI BIOLOGICAL PHARMACEUTICAL CO LTD,GLIMEPIRIDE NON-STERILE BULK DRUG SUBSTANCE,2018,4
32618,6-Apr-18,WEST BENGAL CHEMICAL INDUSTRIES LTD,FERROUS GLYCINE SULPHATE,2018,4
32619,6-Apr-18,WEST BENGAL CHEMICAL INDUSTRIES LTD,FERROUS ASCORBATE,2018,4
32620,23-Mar-18,NOF CORP,"Á-METHYL-W-(3-OXOPROPOXY), POLYOXYETHYLENE (MW 5,000)",2018,3
32621,22-Mar-18,UNICHEM LABORATORIES LTD,TELMISARTAN USP,2018,3
32623,3-May-19,LUPIN LTD,TOLVAPTAN ,2019,5
32624,12-Apr-18,LUPIN LTD,SITAGLIPTIN PHOSPHATE ANHYDROUS USP,2018,4
32629,20-Apr-18,SCINOPHARM TAIWAN LTD,OLAPARIB,2018,4
32631,23-Mar-18,TELIX PHARMACEUTICALS US INC,KIT FOR THE PREPARATION OF GA-68 PSMA-11 INJECTION,2018,3
32633,31-Mar-18,LAURUS LABS LTD,LAMIVUDINE USP (PROCESS 1),2018,3
32637,24-Feb-18,SHANDONG ANHONG PHARMACEUTICAL CO LTD,ABIRATERONE ACETATE (NON-STERILE),2018,2
32638,22-Feb-18,VIWIT PHARMACEUTICAL CO LTD,"VARENICLINE TARTRATE (DRUG SUBSTANCE, NON-STERILE)",2018,2
